-0.375;0.125;-0.375;0.125;0.375;-0.125
0.375;-0.125;0.625;0.375;0.375;0.375
0.125;0.375;0.375;0.375;0.375;-0.375
-0.375;-0.125;0.125;0.125;0.125;-0.375
0.375;0.625;0.625;-0.125;0.375;0.375
0.375;0.625;0.375;0.375;0.375;0.375
0.125;-0.375;-0.375;0.375;0.375;-0.375
-0.375;0.375;-0.375;-0.375;0.375;-0.375
-0.125;0.125;-0.375;-0.125;0.375;-0.375
0.375;-0.125;0.375;0.375;-0.375;0.375
-0.375;0.625;-0.375;0.125;-0.375;-0.375
0.375;0.375;0.375;0.375;0.375;0.375
0.375;-0.375;0.375;0.375;0.375;0.375
-0.375;-0.125;-0.375;-0.375;-0.125;-0.375
-0.375;-0.375;0.125;-0.125;-0.375;-0.125
-0.375;-0.375;-0.375;-0.375;-0.375;-0.375
-0.125;0.375;-0.125;0.125;-0.125;0.375
-0.125;0.125;0.125;0.125;-0.125;0.375
0.375;0.375;0.375;0.375;0.375;0.125
0.375;-0.125;0.625;0.375;0.375;0.375
-0.375;-0.125;-0.375;-0.375;-0.375;-0.375
-0.375;-0.125;-0.375;-0.125;-0.375;-0.375
0.125;0.125;0.125;-0.375;-0.125;-0.125
0.375;0.125;0.375;0.375;0.375;0.375
0.125;-0.375;-0.125;0.375;-0.125;-0.125
-0.375;-0.125;-0.375;-0.125;-0.375;-0.375
0.375;0.375;0.375;0.375;0.375;0.375
0.375;0.375;0.375;0.125;0.375;0.375
-0.375;-0.375;-0.375;-0.375;-0.375;-0.375
-0.375;-0.375;-0.375;-0.375;-0.375;-0.375
-0.125;-0.125;-0.125;0.125;0.375;-0.375
-0.375;-0.375;-0.375;-0.375;-0.375;-0.375
-0.375;0.125;-0.125;0.375;-0.375;-0.375
0.375;0.125;0.375;0.375;0.375;0.375
-0.375;-0.375;-0.375;-0.375;-0.375;-0.125
-0.375;-0.375;-0.375;-0.375;-0.375;-0.375
0.375;0.375;0.375;0.375;0.375;0.375
0.375;0.125;0.375;-0.125;0.375;0.125
0.375;0.375;0.375;0.375;0.375;0.375
